##@@&&$$$CLR {COM_GR_TOV} {NAL} {GR_NL} $$$ADD
#
11768;;Фрикадельки мясные 25гр;Фрикадельки мясные 25гр;21.08;1000.000;;0;;;3;;0;;;;1;;0
11078;;Рис припущенный 200гр;Рис припущенный 200гр;14.44;1000.000;;0;;;3;;0;;;;1;;0
12549;;Овощи "Микс" на пару;Овощи "Микс" на пару;58.11;1000.000;;0;;;3;;0;;;;1;;0
11056;;Пюре картофельное 200гр;Пюре картофельное 200гр;25.58;1000.000;;0;;;3;;0;;;;1;;0
10435;;Картофель по-деревенски с аджикой 200г;Картофель по-деревенски с аджикой 200г;36.14;1000.000;;0;;;3;;0;;;;1;;0
10446;;Каша гречневая рассыпчатая 200г;Каша гречневая рассыпчатая 200г;20.62;1000.000;;0;;;3;;0;;;;1;;0
11082;;Рис с овощами 200гр;Рис с овощами 200гр;38.67;1000.000;;0;;;3;;0;;;;1;;0
10711;;Макароны с сыром 230гр;Макароны с сыром 230гр;23.13;1000.000;;0;;;3;;0;;;;1;;0
10430;;Картофель отварной,зелень 200/2;Картофель отварной,зелень 200/2;26.77;1000.000;;0;;;3;;0;;;;1;;0
10362;;Запеканка творожная со сметаной 100/20;Запеканка творожная со сметаной 100/20;40.43;1000.000;;0;;;3;;0;;;;1;;0
12173;;Напиток клюквенный 250;Напиток клюквенный 250;17.98;1000.000;;0;;;3;;0;;;;1;;0
12192;;Сливки;Сливки;6.80;1000.000;;0;;;3;;0;;;;1;;0
11475;;Сахар 10 гр;Сахар 10 гр;0.95;1000.000;;0;;;3;;0;;;;1;;0
11476;;Сахар рафинад;Сахар рафинад;1.18;1000.000;;0;;;3;;0;;;;1;;0
11958;;Какао с молоком;Какао с молоком;12.62;1000.000;;0;;;3;;0;;;;1;;0
12120;;Сок в ассортименте;Сок в ассортименте;22.00;1000.000;;0;;;3;;0;;;;1;;0
